"Product","Time","Vendor","Brand","Vendite.in.Valore","Vendite.in.Valore.Senza.promozioni","Vendite.in.Valore.Con.promozioni","Vendite.in.Valore.Solo.Special.Pack","Vendite.in.Valore.Solo.Volantino","Vendite.in.Valore.Solo.Display","Vendite.in.Valore.Solo.Riduzione.Prezzo","Vendite.in.Valore.Solo.Sconto.Loyalty","Vendite.in.Valore.Con.Special.Pack.e.Volantino","Vendite.in.Valore.Con.Special.Pack.e.Display","Vendite.in.Valore.Con.Special.Pack.e.Riduzione.Prezzo","Vendite.in.Valore.Con.Special.Pack.e.Sconto.Loyalty","Vendite.in.Valore.Con.Volantino.e.Display","Vendite.in.Valore.Con.Volantino.e.Riduzione.Prezzo","Vendite.in.Valore.Con.Volantino.e.Sconto.Loyalty","Vendite.in.Valore.Con.Display.e.Riduzione.Prezzo","Vendite.in.Valore.Con.Display.e.Sconto.Loyalty","Vendite.in.Valore.Con.Riduzione.Prezzo.e.Sconto.Loyalty","Vendite.in.Valore.Con.Special.Pack..Volantino.e.Display","Vendite.in.Valore.Con.Special.Pack..Volantino.e.Riduzione.Prezzo","Vendite.in.Valore.Con.Special.Pack..Volantino.e.Sconto.Loyalty","Vendite.in.Valore.Con.Volantino..Display.e.Riduzione.Prezzo","Vendite.in.Valore.Con.Volantino..Display.e.Sconto.Loyalty","Vendite.in.Valore.Con.Display..Riduzione.Prezzo.e.Sconto.Loyalty","Vendite.in.Valore.Con.Special.Pack..Display.e.Riduzione.Prezzo","Vendite.in.Valore.Con.Special.Pack..Riduzione.Prezzo.e.Sconto.Loyalty","Vendite.in.Valore.Con.Volantino..Riduzione.Prezzo.e.Sconto.Loyalty","Vendite.in.Valore.Con.Special.Pack..Display.e.Sconto.Loyalty","Vendite.in.Valore.Con.Special.Pack..Volantino..Display.e.Riduzione.Prezzo","Vendite.in.Valore.Con.Special.Pack..Volantino..Display.e.Sconto.Loyalty","Vendite.in.Valore.Con.Volantino..Display..Riduzione.Prezzo.e.Sconto.Loyalty","Vendite.in.Valore.Con.Special.Pack..Volantino..TPR.e.Sconto.Loyalty","Vendite.in.Valore.Con.Special.Pack..Display..TPR.e.Sconto.Loyalty","Vendite.in.Valore.Con.Special.Pack..Volantino..Display..TPR.e.Sconto.Loyalty","Vendite.in.Volume","Vendite.in.Volume.Con.promozioni","Vendite.in.Volume.Senza.promozioni","Sconto"
"MORETTI BIRRA LAGER REGOLARE 4.6 % BOTTIGLIA DI VETRO 66 CL 1 CT - 800143550001",2019-02-17,"GRUPPO HEINEKEN","MORETTI",215856.065,51904.19,163951.875,0,1,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,153908.40287251,120799.912200208,33108.4906723022,13.4261494629304
"MORETTI BIRRA LAGER REGOLARE 4.6 % BOTTIGLIA DI VETRO 66 CL 1 CT - 800143550001",2019-02-24,"GRUPPO HEINEKEN","MORETTI",142730.88,64119.31,78611.57,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96595.0456949615,55666.1687957954,40928.8768991661,9.85614531564831
"MORETTI BIRRA LAGER REGOLARE 4.6 % BOTTIGLIA DI VETRO 66 CL 1 CT - 800143550001",2019-03-03,"GRUPPO HEINEKEN","MORETTI",137544.68,65305.99,72238.69,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,95448.7115315438,53899.8569998741,41548.8545316696,14.7315661164673
"MORETTI BIRRA LAGER REGOLARE 4.6 % BOTTIGLIA DI VETRO 66 CL 1 CT - 800143550001",2019-03-10,"GRUPPO HEINEKEN","MORETTI",118914.28,64689.13,54225.15,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,79073.3921567774,39023.5361999559,40049.8559568214,13.9712151116555
"MORETTI BIRRA LAGER REGOLARE 4.6 % BOTTIGLIA DI VETRO 66 CL 1 CT - 800143550001",2019-03-17,"GRUPPO HEINEKEN","MORETTI",152638.53,66812.14,85826.39,0,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108367.756196022,67400.7575997734,40966.9985962486,21.9208939812425
"MORETTI BIRRA LAGER REGOLARE 4.6 % BOTTIGLIA DI VETRO 66 CL 1 CT - 800143550001",2019-03-24,"GRUPPO HEINEKEN","MORETTI",151288.16,67821.78,83466.38,0,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,106842.548960409,65091.2262001133,41751.3227602959,21.0612616690895
"MORETTI BIRRA LAGER REGOLARE 4.6 % BOTTIGLIA DI VETRO 66 CL 1 CT - 800143550001",2019-03-31,"GRUPPO HEINEKEN","MORETTI",124353.52,80784.53,43568.99,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,80472.2885635185,30164.7786000252,50307.5099634934,10.0539761752708
"MORETTI BIRRA LAGER REGOLARE 4.6 % BOTTIGLIA DI VETRO 66 CL 1 CT - 800143550001",2019-04-07,"GRUPPO HEINEKEN","MORETTI",124118.29,81493.23,42625.06,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79871.4839553738,29405.4551992321,50466.0287561417,10.2334165785909
"MORETTI BIRRA LAGER REGOLARE 4.6 % BOTTIGLIA DI VETRO 66 CL 1 CT - 800143550001",2019-04-14,"GRUPPO HEINEKEN","MORETTI",301962.07,66639.58,235322.49,0,0,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,232284.610635481,191375.018935547,40909.591699934,24.51318837982
"MORETTI BIRRA LAGER REGOLARE 4.6 % BOTTIGLIA DI VETRO 66 CL 1 CT - 800143550001",2019-04-21,"GRUPPO HEINEKEN","MORETTI",519377.28,98816.83,420560.45,0,0,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,416649.69035521,353592.571083984,63057.119271226,24.1023192192697
"MORETTI BIRRA LAGER REGOLARE 4.6 % BOTTIGLIA DI VETRO 66 CL 1 CT - 800143550001",2019-04-28,"GRUPPO HEINEKEN","MORETTI",352572.38,77383.53,275188.85,0,0,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,279770.644939903,230083.548236389,49687.0967035139,23.2036903519365
"MORETTI BIRRA LAGER REGOLARE 4.6 % BOTTIGLIA DI VETRO 66 CL 1 CT - 800143550001",2019-05-05,"GRUPPO HEINEKEN","MORETTI",187347.67,79141.67,108206,0,1,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,133934.545827377,83736.661832428,50197.8839949489,18.0373673391778
"MORETTI BIRRA LAGER REGOLARE 4.6 % BOTTIGLIA DI VETRO 66 CL 1 CT - 800143550001",2019-05-12,"GRUPPO HEINEKEN","MORETTI",201207.32,56719.09,144488.23,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,147985.001997986,111833.04,36151.9619979858,17.6497432251799
"MORETTI BIRRA LAGER REGOLARE 4.6 % BOTTIGLIA DI VETRO 66 CL 1 CT - 800143550001",2019-05-19,"GRUPPO HEINEKEN","MORETTI",148778,65617.96,83160.04,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,100443.281343641,58807.98,41635.3013436413,10.2741842699323
"MORETTI BIRRA LAGER REGOLARE 4.6 % BOTTIGLIA DI VETRO 66 CL 1 CT - 800143550001",2019-05-26,"GRUPPO HEINEKEN","MORETTI",152168.53,57224.77,94943.76,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,102030.812303453,65761.0536044312,36269.7586990214,8.49216624193099
"MORETTI BIRRA LAGER REGOLARE 4.6 % BOTTIGLIA DI VETRO 66 CL 1 CT - 800143550001",2019-06-02,"GRUPPO HEINEKEN","MORETTI",165943.22,53961.63,111981.59,0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,109062.921004736,75285.1506028104,33777.770401926,6.89280872093957
"MORETTI BIRRA LAGER REGOLARE 4.6 % BOTTIGLIA DI VETRO 66 CL 1 CT - 800143550001",2019-06-09,"GRUPPO HEINEKEN","MORETTI",441086.27,57079.59,384006.68,0,0,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,337344.592201939,300455.614799194,36888.9774027443,17.4011071193713
"MORETTI BIRRA LAGER REGOLARE 4.6 % BOTTIGLIA DI VETRO 66 CL 1 CT - 800143550001",2019-06-16,"GRUPPO HEINEKEN","MORETTI",406416.35,59349.69,347066.66,0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,311012.037593479,273606.861004028,37405.1765894508,20.053553036263
"MORETTI BIRRA LAGER REGOLARE 4.6 % BOTTIGLIA DI VETRO 66 CL 1 CT - 800143550001",2019-06-23,"GRUPPO HEINEKEN","MORETTI",239415.06,76300.59,163114.47,0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,168598.069070892,120843.062871094,47755.0061997986,15.51846920694
"MORETTI BIRRA LAGER REGOLARE 4.6 % BOTTIGLIA DI VETRO 66 CL 1 CT - 800143550001",2019-06-30,"GRUPPO HEINEKEN","MORETTI",297568.09,97186.44,200381.65,0,1,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,203182.926960397,142446.94845746,60735.9785029364,12.0886079433091
"MORETTI BIRRA LAGER REGOLARE 4.6 % BOTTIGLIA DI VETRO 66 CL 1 CT - 800143550001",2019-07-07,"GRUPPO HEINEKEN","MORETTI",293795.68,82242.21,211553.47,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,196743.85477561,144357.945380859,52385.9093947506,6.65325549846872
"MORETTI BIRRA LAGER REGOLARE 4.6 % BOTTIGLIA DI VETRO 66 CL 1 CT - 800143550001",2019-07-14,"GRUPPO HEINEKEN","MORETTI",263959.08,75650.55,188308.53,0,0,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,175678.733991566,127755.071399975,47923.6625915909,6.62518461955605
"MORETTI BIRRA LAGER REGOLARE 4.6 % BOTTIGLIA DI VETRO 66 CL 1 CT - 800143550001",2019-07-21,"GRUPPO HEINEKEN","MORETTI",257272.12,83128.62,174143.5,0,1,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,169152.264447012,116768.52,52383.7444470119,6.02172671759881
"MORETTI BIRRA LAGER REGOLARE 4.6 % BOTTIGLIA DI VETRO 66 CL 1 CT - 800143550001",2019-07-28,"GRUPPO HEINEKEN","MORETTI",290896.11,77213.12,213682.99,0,1,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,198496.900524702,150309.581399975,48187.3191247273,11.2793019240923
"MORETTI BIRRA LAGER REGOLARE 4.6 % BOTTIGLIA DI VETRO 66 CL 1 CT - 800143550001",2019-08-04,"GRUPPO HEINEKEN","MORETTI",378430.14,75342.21,303087.93,0,0,1,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,281953.267100208,234227.215199232,47726.0519009757,18.0312257605084
"MORETTI BIRRA LAGER REGOLARE 4.6 % BOTTIGLIA DI VETRO 66 CL 1 CT - 800143550001",2019-08-11,"GRUPPO HEINEKEN","MORETTI",313612.08,64025.09,249586.99,0,0,1,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,223065.235752239,182738.82,40326.4157522392,13.9738369414953
"MORETTI BIRRA LAGER REGOLARE 4.6 % BOTTIGLIA DI VETRO 66 CL 1 CT - 800143550001",2019-08-18,"GRUPPO HEINEKEN","MORETTI",279669.58,89411.58,190258,0,0,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,190628.215621948,134475.897600403,56152.3180215454,11.1469387808043
"MORETTI BIRRA LAGER REGOLARE 4.6 % BOTTIGLIA DI VETRO 66 CL 1 CT - 800143550001",2019-08-25,"GRUPPO HEINEKEN","MORETTI",242646.06,62134.26,180511.8,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,173327.285786719,134462.651399975,38864.6343867445,16.0293756464341
"MORETTI BIRRA LAGER REGOLARE 4.6 % BOTTIGLIA DI VETRO 66 CL 1 CT - 800143550001",2019-09-01,"GRUPPO HEINEKEN","MORETTI",296297.02,72983.76,223313.26,0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,221907.410917482,176374.44,45532.9709174824,21.0088170198424
"MORETTI BIRRA LAGER REGOLARE 4.6 % BOTTIGLIA DI VETRO 66 CL 1 CT - 800143550001",2019-09-08,"GRUPPO HEINEKEN","MORETTI",483928.56,54283.07,429645.49,0,1,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,391223.751598735,356563.587599931,34660.1639988041,23.0622505288435
"MORETTI BIRRA LAGER REGOLARE 4.6 % BOTTIGLIA DI VETRO 66 CL 1 CT - 800143550001",2019-09-15,"GRUPPO HEINEKEN","MORETTI",463680.31,43970.09,419710.22,0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,398639.121922946,370830.761193681,27808.3607292652,28.4199782914545
"MORETTI BIRRA LAGER REGOLARE 4.6 % BOTTIGLIA DI VETRO 66 CL 1 CT - 800143550001",2019-09-22,"GRUPPO HEINEKEN","MORETTI",190241.96,60107.05,130134.91,0,1,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,138090.103529352,100467.701399975,37622.4021293771,18.924719985466
"MORETTI BIRRA LAGER REGOLARE 4.6 % BOTTIGLIA DI VETRO 66 CL 1 CT - 800143550001",2019-09-29,"GRUPPO HEINEKEN","MORETTI",169226.66,53926.54,115300.12,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,122401.157689741,88530.8289550781,33870.3287346625,18.2002297106543
"MORETTI BIRRA LAGER REGOLARE 4.6 % BOTTIGLIA DI VETRO 66 CL 1 CT - 800143550001",2019-10-06,"GRUPPO HEINEKEN","MORETTI",382353.02,51405.75,330947.27,0,0,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,305817.903303251,273808.028703919,32009.8745993328,24.7364156402194
"MORETTI BIRRA LAGER REGOLARE 4.6 % BOTTIGLIA DI VETRO 66 CL 1 CT - 800143550001",2019-10-13,"GRUPPO HEINEKEN","MORETTI",381167.02,49292.02,331875,0,1,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,331968.687595761,300548.674799588,31420.0127961731,29.6134850346739
"MORETTI BIRRA LAGER REGOLARE 4.6 % BOTTIGLIA DI VETRO 66 CL 1 CT - 800143550001",2019-10-20,"GRUPPO HEINEKEN","MORETTI",469897.35,39073.21,430824.14,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,435345.015591717,411023.421602039,24321.5939896774,34.7551251592204
"MORETTI BIRRA LAGER REGOLARE 4.6 % BOTTIGLIA DI VETRO 66 CL 1 CT - 800143550001",2019-10-27,"GRUPPO HEINEKEN","MORETTI",244028.094375,68449.94,175578.154375,0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,190009.940981762,147926.321393051,42083.6195887113,27.0265235481281
"MORETTI BIRRA LAGER REGOLARE 4.6 % BOTTIGLIA DI VETRO 66 CL 1 CT - 800143550001",2019-11-03,"GRUPPO HEINEKEN","MORETTI",172121.37,62360.62,109760.75,0,1,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,126606.87599144,87629.203197155,38977.6727942848,21.7104702691146
"MORETTI BIRRA LAGER REGOLARE 4.6 % BOTTIGLIA DI VETRO 66 CL 1 CT - 800143550001",2019-11-10,"GRUPPO HEINEKEN","MORETTI",97975.53,71429.55,26545.98,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62172.8315604973,17544.9317965508,44627.8997639465,5.46870369347478
"MORETTI BIRRA LAGER REGOLARE 4.6 % BOTTIGLIA DI VETRO 66 CL 1 CT - 800143550001",2019-11-17,"GRUPPO HEINEKEN","MORETTI",100751.28,73224.83,27526.45,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63898.9427846861,18301.5425944233,45597.4001902628,6.34214271133675
"MORETTI BIRRA LAGER REGOLARE 4.6 % BOTTIGLIA DI VETRO 66 CL 1 CT - 800143550001",2019-11-24,"GRUPPO HEINEKEN","MORETTI",111320.32,69158.96,42161.36,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,75245.8277971172,32323.3151992321,42922.5125978851,19.0465434114074
"MORETTI BIRRA LAGER REGOLARE 4.6 % BOTTIGLIA DI VETRO 66 CL 1 CT - 800143550001",2019-12-01,"GRUPPO HEINEKEN","MORETTI",202845.84,58978.08,143867.76,0,0,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,156581.864986153,119707.638600025,36874.2263861275,24.8595303190205
"MORETTI BIRRA LAGER REGOLARE 4.6 % BOTTIGLIA DI VETRO 66 CL 1 CT - 800143550001",2019-12-08,"GRUPPO HEINEKEN","MORETTI",545809.14,24671.64,521137.5,0,0,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,467792.450270219,452337.72541121,15454.7248590088,27.8306533294547
"MORETTI BIRRA LAGER REGOLARE 4.6 % BOTTIGLIA DI VETRO 66 CL 1 CT - 800143550001",2019-12-15,"GRUPPO HEINEKEN","MORETTI",224310.82,25002.68,199308.14,0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,173690.945870984,157630.347510159,16060.5983608246,18.7804905371515
"MORETTI BIRRA LAGER REGOLARE 4.6 % BOTTIGLIA DI VETRO 66 CL 1 CT - 800143550001",2019-12-22,"GRUPPO HEINEKEN","MORETTI",195064.5,53393.78,141670.72,0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,142388.56491786,108408.583754883,33979.9811629772,16.8334097317382
"MORETTI BIRRA LAGER REGOLARE 4.6 % BOTTIGLIA DI VETRO 66 CL 1 CT - 800143550001",2019-12-29,"GRUPPO HEINEKEN","MORETTI",227207.46,74101.89,153105.57,0,1,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,161018.279158401,114820.48359375,46197.7955646515,16.8688886060021
"MORETTI BIRRA LAGER REGOLARE 4.6 % BOTTIGLIA DI VETRO 66 CL 1 CT - 800143550001",2020-01-05,"GRUPPO HEINEKEN","MORETTI",173938.28,80340.18,93598.1,0,1,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,117344.541498184,67017.06,50327.4814981842,12.5108779128411
"MORETTI BIRRA LAGER REGOLARE 4.6 % BOTTIGLIA DI VETRO 66 CL 1 CT - 800143550001",2020-01-12,"GRUPPO HEINEKEN","MORETTI",154196.64,52217,101979.64,0,1,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,108027.281961401,75540.8147991943,32486.4671622062,16.0110062734434
"MORETTI BIRRA LAGER REGOLARE 4.6 % BOTTIGLIA DI VETRO 66 CL 1 CT - 800143550001",2020-01-19,"GRUPPO HEINEKEN","MORETTI",180209.35,52008.26,128201.09,0,1,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,128695.115857215,96019.9150698852,32675.2007873297,16.1165389977696
"MORETTI BIRRA LAGER REGOLARE 4.6 % BOTTIGLIA DI VETRO 66 CL 1 CT - 800143550001",2020-01-26,"GRUPPO HEINEKEN","MORETTI",147307.94,48472.32,98835.62,0,1,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,100028.64952927,69893.4389355469,30135.2105937231,12.08610823901
"MORETTI BIRRA LAGER REGOLARE 4.6 % BOTTIGLIA DI VETRO 66 CL 1 CT - 800143550001",2020-02-02,"GRUPPO HEINEKEN","MORETTI",227869.845178591,45185.2,182684.645178591,0,1,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,174317.104435358,146047.482942839,28269.6214925194,21.741457681334
"MORETTI BIRRA LAGER REGOLARE 4.6 % BOTTIGLIA DI VETRO 66 CL 1 CT - 800143550001",2020-02-09,"GRUPPO HEINEKEN","MORETTI",383544.31,55538.26,328006.05,0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,317925.722225522,283700.07590332,34225.6463222015,28.750504897186
"MORETTI BIRRA LAGER REGOLARE 4.6 % BOTTIGLIA DI VETRO 66 CL 1 CT - 800143550001",2020-02-16,"GRUPPO HEINEKEN","MORETTI",276242.55,50472.16,225770.39,0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,223570.419520969,191736.778192749,31833.6413282204,25.7329821750838
"MORETTI BIRRA LAGER REGOLARE 4.6 % BOTTIGLIA DI VETRO 66 CL 1 CT - 800143550001",2020-02-23,"GRUPPO HEINEKEN","MORETTI",241746.91,47702.03,194044.88,0,1,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,183089.260093567,152989.300100098,30099.9599934697,19.9667989636228
"MORETTI BIRRA LAGER REGOLARE 4.6 % BOTTIGLIA DI VETRO 66 CL 1 CT - 800143550001",2020-03-01,"GRUPPO HEINEKEN","MORETTI",315335,55487.39,259847.61,0,1,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,262406.139529231,228053.24513031,34352.8943989205,29.4573926960073
"MORETTI BIRRA LAGER REGOLARE 4.6 % BOTTIGLIA DI VETRO 66 CL 1 CT - 800143550001",2020-03-08,"GRUPPO HEINEKEN","MORETTI",492360.26,44598.02,447762.24,0,1,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,436345.857952423,408287.343956451,28058.5139959717,31.002931783697
"MORETTI BIRRA LAGER REGOLARE 4.6 % BOTTIGLIA DI VETRO 66 CL 1 CT - 800143550001",2020-03-15,"GRUPPO HEINEKEN","MORETTI",251029.43,67336.77,183692.66,0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,208389.013688479,166303.816696157,42085.196992321,30.9654226015413
"MORETTI BIRRA LAGER REGOLARE 4.6 % BOTTIGLIA DI VETRO 66 CL 1 CT - 800143550001",2020-03-22,"GRUPPO HEINEKEN","MORETTI",145740.46,75566.39,70174.07,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99083.4371279812,52327.44,46755.9971279812,17.0233637340641
"MORETTI BIRRA LAGER REGOLARE 4.6 % BOTTIGLIA DI VETRO 66 CL 1 CT - 800143550001",2020-03-29,"GRUPPO HEINEKEN","MORETTI",131894.94,92705.36,39189.58,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82768.6793462848,25752.54,57016.1393462849,6.40697135184112
"MORETTI BIRRA LAGER REGOLARE 4.6 % BOTTIGLIA DI VETRO 66 CL 1 CT - 800143550001",2020-04-05,"GRUPPO HEINEKEN","MORETTI",270203.62,83576.1,186627.52,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200774.930397835,148309.26,52465.6703978348,21.0048292337754
"MORETTI BIRRA LAGER REGOLARE 4.6 % BOTTIGLIA DI VETRO 66 CL 1 CT - 800143550001",2020-04-12,"GRUPPO HEINEKEN","MORETTI",409781.83,107606.18,302175.65,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,313868.332526307,246512.362801209,67355.9697250986,23.2709821157944
"MORETTI BIRRA LAGER REGOLARE 4.6 % BOTTIGLIA DI VETRO 66 CL 1 CT - 800143550001",2020-04-19,"GRUPPO HEINEKEN","MORETTI",151896.77,100188.64,51708.13,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95560.0732695579,33342.54,62217.533269558,3.69375310991084
"MORETTI BIRRA LAGER REGOLARE 4.6 % BOTTIGLIA DI VETRO 66 CL 1 CT - 800143550001",2020-04-26,"GRUPPO HEINEKEN","MORETTI",202582.07,103230.22,99351.85,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138491.99100812,74283.5213999748,64208.4696081448,16.8104182116204
"MORETTI BIRRA LAGER REGOLARE 4.6 % BOTTIGLIA DI VETRO 66 CL 1 CT - 800143550001",2020-05-03,"GRUPPO HEINEKEN","MORETTI",273872.45,115532.01,158340.44,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,194893.49218935,122741.52,72151.9721893501,19.4350340996791
"MORETTI BIRRA LAGER REGOLARE 4.6 % BOTTIGLIA DI VETRO 66 CL 1 CT - 800143550001",2020-05-10,"GRUPPO HEINEKEN","MORETTI",232414.1,130694.61,101719.49,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155561.544471874,73980.06,81581.4844718742,14.1731010210996
"MORETTI BIRRA LAGER REGOLARE 4.6 % BOTTIGLIA DI VETRO 66 CL 1 CT - 800143550001",2020-05-17,"GRUPPO HEINEKEN","MORETTI",238320.555,118747.7,119572.855,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161424.575277615,86962.59,74461.9852776146,13.7796984463831
