"Product","Time","Vendor","Brand","Vendite.in.Valore","Vendite.in.Valore.Senza.promozioni","Vendite.in.Valore.Con.promozioni","Vendite.in.Valore.Solo.Special.Pack","Vendite.in.Valore.Solo.Volantino","Vendite.in.Valore.Solo.Display","Vendite.in.Valore.Solo.Riduzione.Prezzo","Vendite.in.Valore.Solo.Sconto.Loyalty","Vendite.in.Valore.Con.Special.Pack.e.Volantino","Vendite.in.Valore.Con.Special.Pack.e.Display","Vendite.in.Valore.Con.Special.Pack.e.Riduzione.Prezzo","Vendite.in.Valore.Con.Special.Pack.e.Sconto.Loyalty","Vendite.in.Valore.Con.Volantino.e.Display","Vendite.in.Valore.Con.Volantino.e.Riduzione.Prezzo","Vendite.in.Valore.Con.Volantino.e.Sconto.Loyalty","Vendite.in.Valore.Con.Display.e.Riduzione.Prezzo","Vendite.in.Valore.Con.Display.e.Sconto.Loyalty","Vendite.in.Valore.Con.Riduzione.Prezzo.e.Sconto.Loyalty","Vendite.in.Valore.Con.Special.Pack..Volantino.e.Display","Vendite.in.Valore.Con.Special.Pack..Volantino.e.Riduzione.Prezzo","Vendite.in.Valore.Con.Special.Pack..Volantino.e.Sconto.Loyalty","Vendite.in.Valore.Con.Volantino..Display.e.Riduzione.Prezzo","Vendite.in.Valore.Con.Volantino..Display.e.Sconto.Loyalty","Vendite.in.Valore.Con.Display..Riduzione.Prezzo.e.Sconto.Loyalty","Vendite.in.Valore.Con.Special.Pack..Display.e.Riduzione.Prezzo","Vendite.in.Valore.Con.Special.Pack..Riduzione.Prezzo.e.Sconto.Loyalty","Vendite.in.Valore.Con.Volantino..Riduzione.Prezzo.e.Sconto.Loyalty","Vendite.in.Valore.Con.Special.Pack..Display.e.Sconto.Loyalty","Vendite.in.Valore.Con.Special.Pack..Volantino..Display.e.Riduzione.Prezzo","Vendite.in.Valore.Con.Special.Pack..Volantino..Display.e.Sconto.Loyalty","Vendite.in.Valore.Con.Volantino..Display..Riduzione.Prezzo.e.Sconto.Loyalty","Vendite.in.Valore.Con.Special.Pack..Volantino..TPR.e.Sconto.Loyalty","Vendite.in.Valore.Con.Special.Pack..Display..TPR.e.Sconto.Loyalty","Vendite.in.Valore.Con.Special.Pack..Volantino..Display..TPR.e.Sconto.Loyalty","Vendite.in.Volume","Vendite.in.Volume.Con.promozioni","Vendite.in.Volume.Senza.promozioni","Sconto"
"BAVARIA BIRRA PILSNER REGOLARE 5 % BOTTIGLIA DI VETRO 66 CL 1 CT - 871480002489",2020-01-05,"SWINKELS FAMILY BREWERS ITALIA","BAVARIA",29022.24,16433.44,12588.8,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22351.8107887459,11154.448795166,11197.3619935799,23.1005108544649
"BAVARIA BIRRA PILSNER REGOLARE 5 % BOTTIGLIA DI VETRO 66 CL 1 CT - 871480002489",2020-01-12,"SWINKELS FAMILY BREWERS ITALIA","BAVARIA",62696.63,11838.14,50858.49,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,57320.2145900488,49093.1165963745,8227.09799367428,28.0043831867926
"BAVARIA BIRRA PILSNER REGOLARE 5 % BOTTIGLIA DI VETRO 66 CL 1 CT - 871480002489",2020-01-19,"SWINKELS FAMILY BREWERS ITALIA","BAVARIA",26734.77,11905.57,14829.2,0,1,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,21426.4313941526,13022.6711951566,8403.76019899607,19.6212763528322
"BAVARIA BIRRA PILSNER REGOLARE 5 % BOTTIGLIA DI VETRO 66 CL 1 CT - 871480002489",2020-01-26,"SWINKELS FAMILY BREWERS ITALIA","BAVARIA",22386.84,13353.08,9033.76,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,17506.8035960126,8334.8165967679,9171.98699924469,25.5517522965854
"BAVARIA BIRRA PILSNER REGOLARE 5 % BOTTIGLIA DI VETRO 66 CL 1 CT - 871480002489",2020-02-02,"SWINKELS FAMILY BREWERS ITALIA","BAVARIA",19012.54,13994.15,5018.39,0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,14078.9615846515,4567.2,9511.76158465147,25.3157867331644
"BAVARIA BIRRA PILSNER REGOLARE 5 % BOTTIGLIA DI VETRO 66 CL 1 CT - 871480002489",2020-02-09,"SWINKELS FAMILY BREWERS ITALIA","BAVARIA",18662.11,14834.56,3827.55,0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,13243.2365892148,3102,10141.2365892148,15.6480116213484
"BAVARIA BIRRA PILSNER REGOLARE 5 % BOTTIGLIA DI VETRO 66 CL 1 CT - 871480002489",2020-02-16,"SWINKELS FAMILY BREWERS ITALIA","BAVARIA",16477.83,14869.92,1607.91,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11291.3129817152,1153.68,10137.6329817152,4.98234576227469
"BAVARIA BIRRA PILSNER REGOLARE 5 % BOTTIGLIA DI VETRO 66 CL 1 CT - 871480002489",2020-02-23,"SWINKELS FAMILY BREWERS ITALIA","BAVARIA",30151.51,12732.02,17419.49,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,22594.1824976492,13854.72,8739.46249764919,13.6971588028592
"BAVARIA BIRRA PILSNER REGOLARE 5 % BOTTIGLIA DI VETRO 66 CL 1 CT - 871480002489",2020-03-01,"SWINKELS FAMILY BREWERS ITALIA","BAVARIA",55618.06,7793.52,47824.54,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,42265.5814635265,36910.3744775391,5355.20698598743,10.9682402679944
"BAVARIA BIRRA PILSNER REGOLARE 5 % BOTTIGLIA DI VETRO 66 CL 1 CT - 871480002489",2020-03-08,"SWINKELS FAMILY BREWERS ITALIA","BAVARIA",38864.28,7804.57,31059.71,0,0,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,29527.6013690937,24202.0217871094,5325.57958198428,12.4283268218708
"BAVARIA BIRRA PILSNER REGOLARE 5 % BOTTIGLIA DI VETRO 66 CL 1 CT - 871480002489",2020-03-15,"SWINKELS FAMILY BREWERS ITALIA","BAVARIA",26907.89,10978.73,15929.16,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20204.8703915405,12773.6333935547,7431.23699798584,15.5912567042279
"BAVARIA BIRRA PILSNER REGOLARE 5 % BOTTIGLIA DI VETRO 66 CL 1 CT - 871480002489",2020-03-22,"SWINKELS FAMILY BREWERS ITALIA","BAVARIA",21815.96,10078.79,11737.17,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15381.2669204092,8624.88,6756.3869204092,8.77445856006722
"BAVARIA BIRRA PILSNER REGOLARE 5 % BOTTIGLIA DI VETRO 66 CL 1 CT - 871480002489",2020-03-29,"SWINKELS FAMILY BREWERS ITALIA","BAVARIA",19039.48,8960.5,10078.98,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13011.0616963148,6998.64,6012.42169631481,3.36818919263574
"BAVARIA BIRRA PILSNER REGOLARE 5 % BOTTIGLIA DI VETRO 66 CL 1 CT - 871480002489",2020-04-05,"SWINKELS FAMILY BREWERS ITALIA","BAVARIA",17716.37,14737.75,2978.62,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12197.6512445068,2343,9854.65124450683,14.9933529077027
"BAVARIA BIRRA PILSNER REGOLARE 5 % BOTTIGLIA DI VETRO 66 CL 1 CT - 871480002489",2020-04-12,"SWINKELS FAMILY BREWERS ITALIA","BAVARIA",28915.71,15473.93,13441.78,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20934.7578117514,10494.66,10440.0978117514,13.5843602223431
"BAVARIA BIRRA PILSNER REGOLARE 5 % BOTTIGLIA DI VETRO 66 CL 1 CT - 871480002489",2020-04-19,"SWINKELS FAMILY BREWERS ITALIA","BAVARIA",57954.67,11896.8,46057.87,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46333.9667397451,38322.9792002392,8010.98753950596,19.0716880364416
"BAVARIA BIRRA PILSNER REGOLARE 5 % BOTTIGLIA DI VETRO 66 CL 1 CT - 871480002489",2020-04-26,"SWINKELS FAMILY BREWERS ITALIA","BAVARIA",44515.73,11651.39,32864.34,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34904.2781830323,27026.4257994068,7877.85238362551,17.7820962884998
"BAVARIA BIRRA PILSNER REGOLARE 5 % BOTTIGLIA DI VETRO 66 CL 1 CT - 871480002489",2020-05-03,"SWINKELS FAMILY BREWERS ITALIA","BAVARIA",38781.07,18308.75,20472.32,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29324.3213955689,16948.8,12375.5213955688,18.3543751433578
"BAVARIA BIRRA PILSNER REGOLARE 5 % BOTTIGLIA DI VETRO 66 CL 1 CT - 871480002489",2020-05-10,"SWINKELS FAMILY BREWERS ITALIA","BAVARIA",38103.15,21151.07,16952.08,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28772.0795879245,14578.0139999843,14194.0655879402,21.9632641287661
"BAVARIA BIRRA PILSNER REGOLARE 5 % BOTTIGLIA DI VETRO 66 CL 1 CT - 871480002489",2020-05-17,"SWINKELS FAMILY BREWERS ITALIA","BAVARIA",33209.37,17992.35,15217.02,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26114.7545577121,13999.8539999843,12114.9005577278,26.8123052931043
"BAVARIA BIRRA PILSNER REGOLARE 5 % BOTTIGLIA DI VETRO 66 CL 1 CT - 871480002489",2020-05-24,"SWINKELS FAMILY BREWERS ITALIA","BAVARIA",32682.47,16883.85,15798.62,0,0,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,24019.0499346972,12606.99,11412.0599346972,15.2967052544633
"BAVARIA BIRRA PILSNER REGOLARE 5 % BOTTIGLIA DI VETRO 66 CL 1 CT - 871480002489",2020-05-31,"SWINKELS FAMILY BREWERS ITALIA","BAVARIA",47883.51,15665.47,32218.04,0,1,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,34987.7812545776,24385.2509939575,10602.5302606201,10.5793180318395
"BAVARIA BIRRA PILSNER REGOLARE 5 % BOTTIGLIA DI VETRO 66 CL 1 CT - 871480002489",2020-06-07,"SWINKELS FAMILY BREWERS ITALIA","BAVARIA",40181.84,14949.42,25232.42,0,0,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,28811.5672839403,18707.0202008057,10104.5470831347,8.83108250310144
"BAVARIA BIRRA PILSNER REGOLARE 5 % BOTTIGLIA DI VETRO 66 CL 1 CT - 871480002489",2020-06-14,"SWINKELS FAMILY BREWERS ITALIA","BAVARIA",26816.48,12023.66,14792.82,0,1,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,19193.3410921669,11024.6004016113,8168.74069055557,8.83953352555953
"BAVARIA BIRRA PILSNER REGOLARE 5 % BOTTIGLIA DI VETRO 66 CL 1 CT - 871480002489",2020-06-21,"SWINKELS FAMILY BREWERS ITALIA","BAVARIA",91085.2,7117.1,83968.1,0,1,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,77434.968593967,72690.8159939575,4744.15260000944,23.0000639956913
"BAVARIA BIRRA PILSNER REGOLARE 5 % BOTTIGLIA DI VETRO 66 CL 1 CT - 871480002489",2020-06-28,"SWINKELS FAMILY BREWERS ITALIA","BAVARIA",108207.33,7555.78,100651.55,0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,91474.5545256114,86370.6623291016,5103.89219650984,21.281573242418
"BAVARIA BIRRA PILSNER REGOLARE 5 % BOTTIGLIA DI VETRO 66 CL 1 CT - 871480002489",2020-07-05,"SWINKELS FAMILY BREWERS ITALIA","BAVARIA",63363.22,10788.14,52575.08,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,50376.658092041,42923.489296875,7453.16879516602,15.3787753038281
"BAVARIA BIRRA PILSNER REGOLARE 5 % BOTTIGLIA DI VETRO 66 CL 1 CT - 871480002489",2020-07-12,"SWINKELS FAMILY BREWERS ITALIA","BAVARIA",30301.93,13469.21,16832.72,0,1,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,22277.0921532762,12941.94,9335.15215327621,9.85654615576253
"BAVARIA BIRRA PILSNER REGOLARE 5 % BOTTIGLIA DI VETRO 66 CL 1 CT - 871480002489",2020-07-19,"SWINKELS FAMILY BREWERS ITALIA","BAVARIA",61766.32,13483.5,48282.82,0,0,1,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,53373.3683983934,44167.2857979906,9206.08260040283,25.3612867352927
"BAVARIA BIRRA PILSNER REGOLARE 5 % BOTTIGLIA DI VETRO 66 CL 1 CT - 871480002489",2020-07-26,"SWINKELS FAMILY BREWERS ITALIA","BAVARIA",70042.54,13301.23,56741.31,0,1,1,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,61761.8032924533,52660.548493259,9101.25479919434,26.2735284127869
"BAVARIA BIRRA PILSNER REGOLARE 5 % BOTTIGLIA DI VETRO 66 CL 1 CT - 871480002489",2020-08-02,"SWINKELS FAMILY BREWERS ITALIA","BAVARIA",37528.25,14519.42,23008.83,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,30015.4072598648,20118.7997991943,9896.60746067047,22.0475906504217
"BAVARIA BIRRA PILSNER REGOLARE 5 % BOTTIGLIA DI VETRO 66 CL 1 CT - 871480002489",2020-08-09,"SWINKELS FAMILY BREWERS ITALIA","BAVARIA",48714.95,9772.88,38942.07,0,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,39786.5819472384,33119.9087548828,6666.67319235563,19.7922190188323
"BAVARIA BIRRA PILSNER REGOLARE 5 % BOTTIGLIA DI VETRO 66 CL 1 CT - 871480002489",2020-08-16,"SWINKELS FAMILY BREWERS ITALIA","BAVARIA",70853.95,11301.2,59552.75,0,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,58701.1787295091,51072.0473291016,7629.13140040755,21.282899746238
"BAVARIA BIRRA PILSNER REGOLARE 5 % BOTTIGLIA DI VETRO 66 CL 1 CT - 871480002489",2020-08-23,"SWINKELS FAMILY BREWERS ITALIA","BAVARIA",29370.83,10941.24,18429.59,0,1,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,21891.1505401039,14459.2337548828,7431.9167852211,13.4225702664732
"BAVARIA BIRRA PILSNER REGOLARE 5 % BOTTIGLIA DI VETRO 66 CL 1 CT - 871480002489",2020-08-30,"SWINKELS FAMILY BREWERS ITALIA","BAVARIA",22162.55,13993.74,8168.81,0,1,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15535.3109952164,5986.2,9549.11099521637,6.88134099642508
"BAVARIA BIRRA PILSNER REGOLARE 5 % BOTTIGLIA DI VETRO 66 CL 1 CT - 871480002489",2020-09-06,"SWINKELS FAMILY BREWERS ITALIA","BAVARIA",26367.419375,13403.959375,12963.46,0,1,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,19690.4861846924,10698.6,8991.88618469238,18.7147623439884
"BAVARIA BIRRA PILSNER REGOLARE 5 % BOTTIGLIA DI VETRO 66 CL 1 CT - 871480002489",2020-09-13,"SWINKELS FAMILY BREWERS ITALIA","BAVARIA",31402.505,17592.555,13809.95,0,1,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,22219.9427911377,10492.68,11727.2627911377,12.2648914546062
"BAVARIA BIRRA PILSNER REGOLARE 5 % BOTTIGLIA DI VETRO 66 CL 1 CT - 871480002489",2020-09-20,"SWINKELS FAMILY BREWERS ITALIA","BAVARIA",31327.47,11700,19627.47,0,1,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,24634.1699846971,16577.9129919434,8056.25699275374,18.4766690380536
"BAVARIA BIRRA PILSNER REGOLARE 5 % BOTTIGLIA DI VETRO 66 CL 1 CT - 871480002489",2020-09-27,"SWINKELS FAMILY BREWERS ITALIA","BAVARIA",38243.68,10232.61,28011.07,0,1,1,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,32709.8903814697,25609.8017871094,7100.08859436035,24.1071560521266
"BAVARIA BIRRA PILSNER REGOLARE 5 % BOTTIGLIA DI VETRO 66 CL 1 CT - 871480002489",2020-10-04,"SWINKELS FAMILY BREWERS ITALIA","BAVARIA",29055.84,8668.24,20387.6,0,0,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,24011.1035842896,18060.371987915,5950.73159637451,22.5040782953198
"BAVARIA BIRRA PILSNER REGOLARE 5 % BOTTIGLIA DI VETRO 66 CL 1 CT - 871480002489",2020-10-11,"SWINKELS FAMILY BREWERS ITALIA","BAVARIA",48180.79,5875.05,42305.74,0,1,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,38667.7895528734,34525.411756897,4142.3777959764,13.6030189322205
"BAVARIA BIRRA PILSNER REGOLARE 5 % BOTTIGLIA DI VETRO 66 CL 1 CT - 871480002489",2020-10-18,"SWINKELS FAMILY BREWERS ITALIA","BAVARIA",54979.82,5132.29,49847.53,0,0,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,44182.55816769,40620.7493676853,3561.80880000472,14.8361812847263
"BAVARIA BIRRA PILSNER REGOLARE 5 % BOTTIGLIA DI VETRO 66 CL 1 CT - 871480002489",2020-10-25,"SWINKELS FAMILY BREWERS ITALIA","BAVARIA",27019.19,5594.55,21424.64,0,1,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,20732.0387850952,16820.0537850952,3911.985,10.9327231761472
"BAVARIA BIRRA PILSNER REGOLARE 5 % BOTTIGLIA DI VETRO 66 CL 1 CT - 871480002489",2020-11-01,"SWINKELS FAMILY BREWERS ITALIA","BAVARIA",21481.85,10359.07,11122.78,0,1,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,16818.4895770472,9648.54,7169.94957704723,20.2102545845529
"BAVARIA BIRRA PILSNER REGOLARE 5 % BOTTIGLIA DI VETRO 66 CL 1 CT - 871480002489",2020-11-08,"SWINKELS FAMILY BREWERS ITALIA","BAVARIA",17542.84,10212.49,7330.35,0,1,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,12794.6543945146,5691.84,7102.81439451456,10.428293215239
"BAVARIA BIRRA PILSNER REGOLARE 5 % BOTTIGLIA DI VETRO 66 CL 1 CT - 871480002489",2020-11-15,"SWINKELS FAMILY BREWERS ITALIA","BAVARIA",24702.4,9384.11,15318.29,0,1,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,18703.0205898211,12201.4530000005,6501.56758982062,13.0191339165677
"BAVARIA BIRRA PILSNER REGOLARE 5 % BOTTIGLIA DI VETRO 66 CL 1 CT - 871480002489",2020-11-22,"SWINKELS FAMILY BREWERS ITALIA","BAVARIA",21291.84,11002.4,10289.44,0,0,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,15675.8447786593,8135.16,7540.68477865934,13.3139933995536
"BAVARIA BIRRA PILSNER REGOLARE 5 % BOTTIGLIA DI VETRO 66 CL 1 CT - 871480002489",2020-11-29,"SWINKELS FAMILY BREWERS ITALIA","BAVARIA",36928.13,10594.21,26333.92,0,1,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,29828.1257730103,22546.26,7281.86577301025,19.7185712470289
"BAVARIA BIRRA PILSNER REGOLARE 5 % BOTTIGLIA DI VETRO 66 CL 1 CT - 871480002489",2020-12-06,"SWINKELS FAMILY BREWERS ITALIA","BAVARIA",36993.26,8845.1,28148.16,0,1,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,30307.6092002785,24167.7480020142,6139.86119826436,19.1519344280393
"BAVARIA BIRRA PILSNER REGOLARE 5 % BOTTIGLIA DI VETRO 66 CL 1 CT - 871480002489",2020-12-13,"SWINKELS FAMILY BREWERS ITALIA","BAVARIA",33643.51,7587.21,26056.3,0,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,27511.7963129765,22169.1887145996,5342.60759837687,17.2374013984828
"BAVARIA BIRRA PILSNER REGOLARE 5 % BOTTIGLIA DI VETRO 66 CL 1 CT - 871480002489",2020-12-20,"SWINKELS FAMILY BREWERS ITALIA","BAVARIA",41993.19,10289.01,31704.18,0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33350.2025367129,26094.6971484375,7255.50538827538,14.3241653834385
"BAVARIA BIRRA PILSNER REGOLARE 5 % BOTTIGLIA DI VETRO 66 CL 1 CT - 871480002489",2020-12-27,"SWINKELS FAMILY BREWERS ITALIA","BAVARIA",29842.97,12637.24,17205.73,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23092.3834797263,14077.0276904297,9015.35578929662,12.8047603069617
"BAVARIA BIRRA PILSNER REGOLARE 5 % BOTTIGLIA DI VETRO 66 CL 1 CT - 871480002489",2021-01-03,"SWINKELS FAMILY BREWERS ITALIA","BAVARIA",24430.64,15537.33,8893.31,0,1,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,17744.8061440551,6962.2343572998,10782.5717867553,11.3536697945294
"BAVARIA BIRRA PILSNER REGOLARE 5 % BOTTIGLIA DI VETRO 66 CL 1 CT - 871480002489",2021-01-10,"SWINKELS FAMILY BREWERS ITALIA","BAVARIA",20066.88,13341,6725.88,0,1,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,14557.5869915342,5386.15439758301,9171.43259395123,14.1541885036125
"BAVARIA BIRRA PILSNER REGOLARE 5 % BOTTIGLIA DI VETRO 66 CL 1 CT - 871480002489",2021-01-17,"SWINKELS FAMILY BREWERS ITALIA","BAVARIA",17706.01,13960.65,3745.36,0,1,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,12570.9011923635,2922.28199798584,9648.61919437766,11.4209593708888
"BAVARIA BIRRA PILSNER REGOLARE 5 % BOTTIGLIA DI VETRO 66 CL 1 CT - 871480002489",2021-01-24,"SWINKELS FAMILY BREWERS ITALIA","BAVARIA",25707.23,13608.27,12098.96,0,0,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,18779.3364036727,9296.42340362549,9482.91300004721,9.30757922702578
"BAVARIA BIRRA PILSNER REGOLARE 5 % BOTTIGLIA DI VETRO 66 CL 1 CT - 871480002489",2021-01-31,"SWINKELS FAMILY BREWERS ITALIA","BAVARIA",26960.97,13905.93,13055.04,0,1,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,19929.2345439041,10298.2505415201,9630.98400238395,12.2018477632447
"BAVARIA BIRRA PILSNER REGOLARE 5 % BOTTIGLIA DI VETRO 66 CL 1 CT - 871480002489",2021-02-07,"SWINKELS FAMILY BREWERS ITALIA","BAVARIA",21240.1,11238.8,10001.3,0,1,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,15528.1697956637,7852.17839556098,7675.99140010268,13.0076959802444
"BAVARIA BIRRA PILSNER REGOLARE 5 % BOTTIGLIA DI VETRO 66 CL 1 CT - 871480002489",2021-02-14,"SWINKELS FAMILY BREWERS ITALIA","BAVARIA",21564.56,10766.74,10797.82,0,1,1,1,1,0,0,0,0,1,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,16180.4807907128,8644.21799595594,7536.26279475689,12.5656307572699
"BAVARIA BIRRA PILSNER REGOLARE 5 % BOTTIGLIA DI VETRO 66 CL 1 CT - 871480002489",2021-02-21,"SWINKELS FAMILY BREWERS ITALIA","BAVARIA",20114.32,13332.77,6781.55,0,0,1,1,1,0,0,0,0,1,1,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,14756.4317850957,5375.73300000049,9380.69878509521,11.2422914391279
"BAVARIA BIRRA PILSNER REGOLARE 5 % BOTTIGLIA DI VETRO 66 CL 1 CT - 871480002489",2021-02-28,"SWINKELS FAMILY BREWERS ITALIA","BAVARIA",38709.74,11827.03,26882.71,0,0,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,30535.3553895342,22288.2,8247.15538953423,15.8940869410896
"BAVARIA BIRRA PILSNER REGOLARE 5 % BOTTIGLIA DI VETRO 66 CL 1 CT - 871480002489",2021-03-07,"SWINKELS FAMILY BREWERS ITALIA","BAVARIA",72251.05,10519.92,61731.13,0,0,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,75014.359187926,67795.86,7218.49918792605,37.5207903073512
